,file_name,rules,trad_result,LLM_result,Specific_Category
24,detect-output/oh-rules/irrigation.rules,"['""4 - Irrigation - update timer""', '""5 - Irrigation - all valves closed""']", WAC,CC,['WCC']
25,detect-output/oh-rules/OwnTracks.rules,"['""4 - Daddy\'s Home""', '""6 - Josh gets to work""']", SAC,TC,['STC']
26,detect-output/oh-rules/OwnTracks.rules,"['""4 - Daddy\'s Home""', '""7 - Josh leaves work in Afternoon""']", SAC,TC,['STC']
27,detect-output/oh-rules/OwnTracks.rules,"['""5 - Josh leaves home""', '""6 - Josh gets to work""']", SAC,TC,['STC']
28,detect-output/oh-rules/OwnTracks.rules,"['""3 - System Start""', '""6 - Josh gets to work""']", WAC,TC,['WTC']
29,detect-output/oh-rules/OwnTracks.rules,"['""3 - System Start""', '""7 - Josh leaves work in Afternoon""']", WAC,TC,['WTC']
30,detect-output/oh-rules/OwnTracks.rules,"['""3 - System Start""', '""5 - Josh leaves home""']", WAC,TC,['WTC']
31,detect-output/iotb-rules/HallEntrada.rules,"['""Luz do hall da sala de estar mudou""', '""Luz do hall do quarto de brinquedo mudou""']", STC,TC,['STC']
32,detect-output/iotb-rules/HallEntrada.rules,"['""Luz do hall do quarto de brinquedo mudou""', '""Luz do hall da sala de estar mudou""']", STC,TC,['STC']
33,detect-output/iotb-rules/lightscenes.rules,"['""First floor Scene 0 - lights off""', '""FF Actuator 1""']", WAC,AC,['WAC']
34,detect-output/iotb-rules/lightscenes.rules,"['""First floor Scene 0 - lights off""', '""CR Actuator 1""']", WAC,"AC, TC","['None', 'WTC']"
35,detect-output/iotb-rules/lightscenes.rules,"['""First floor Scene 7 - fire alarm""', '""FF Actuator 1""']", WAC,AC,['None']
36,detect-output/iotb-rules/lightscenes.rules,"['""First floor Scene 9 - full alarm""', '""FF Actuator 1""']", WAC,AC,['WAC']
37,detect-output/iotb-rules/lightscenes.rules,"['""First floor Scene 0 - lights off""', '""CR Actuator 1""']", WTC,AC,['None']
38,detect-output/iotb-rules/lightscenes.rules,"['""First floor Scene 0 - lights off""', '""CR Actuator 1""']", SCC,AC,['None']
39,detect-output/iotb-rules/lights.rules,"['""Switch lights on at sunset""', '""Switch off GF lights when to bed""']", SAC,AC,['None']
40,detect-output/iotb-rules/lights.rules,"['""Switch lights on at sunset""', '""Switch off indoor lights when to bed""']", SAC,AC,['None']
41,detect-output/iotb-rules/lights.rules,"['""Switch lights on at sunset""', '""Switch off indoor lights when to bed""']", SAC,AC,['None']
42,detect-output/iotb-rules/lights.rules,"['""Switch lights on at sunset""', '""Switch off lights when nobody home after midnight""']", WAC,AC,['None']
43,detect-output/iotb-rules/lights.rules,"['""Switch lights on at sunset""', '""Switch off lights when nobody home after midnight""']", WAC,AC,['None']
44,detect-output/iotb-rules/lights.rules,"['""Switch lights on at sunset""', '""Switch off lights when nobody home after midnight""']", WAC,AC,['None']
45,detect-output/iotb-rules/lights.rules,"['""Switch off GF lights when to bed""', '""Switch lights off at sunrise""']", WAC,AC,['None']
46,detect-output/iotb-rules/lights.rules,"['""Switch off GF lights when to bed""', '""Switch lights off at sunrise""']", WAC,AC,['None']
47,detect-output/iotb-rules/Escada.rules,"['""Luz da escada superior mudou""', '""Luz da escada inferior mudou""']", STC,TC,['STC']
48,detect-output/iotb-rules/Escada.rules,"['""Luz da escada inferior mudou""', '""Luz da escada superior mudou""']", STC,TC,['STC']
49,detect-output/iotb-rules/door.rules,"['""r1 - Startup""', '""r2 - ModeChange""']", WTC,CC,['WCC']
50,detect-output/iotb-rules/door.rules,"['""r1 - Startup""', '""r3 - MorningAction""']", SCC,CC,['WCC']
51,detect-output/iotb-rules/door.rules,"['""r1 - Startup""', '""r4 - SunsetAction""']", SCC,CC,['WCC']
52,detect-output/iotb-rules/door.rules,"['""r1 - Startup""', '""r2 - ModeChange""']", WCC,CC,['WCC']
53,detect-output/iotb-rules/lightonsunset.rules,"['""lights_on_sunset""', '""harmony_off_lights_off""']", WAC,AC,['None']
54,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,TC,['WTC']
55,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
56,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
57,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
58,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
59,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
60,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
61,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
62,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,TC,['WTC']
63,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
64,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
65,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,TC,['WTC']
66,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
67,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
68,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
69,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
70,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['SCC']
71,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
72,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
73,detect-output/iotb-rules/presence.rules,"['""Presence reset at startup""', '""Presence evaluation""']", WAC,CC,['WCC']
74,detect-output/iotb-rules/alarm.rules,"['""Alarm reset at startup""', '""Reset all alarms""']", SAC,TC,['STC']
75,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Activate full alarm""']", SAC,AC,['None']
76,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Activate fire alarm""']", SAC,AC,['None']
77,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Alarms deactivated""']", SAC,AC,['None']
78,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Alarm sirens mode 1 - sirene setting""']", SAC,TC,['STC']
79,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Alarm sirens mode 2 - sirene setting""']", SAC,TC,['STC']
80,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Alarm sirens mode 3 - sirene setting""']", SAC,TC,['STC']
81,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Alarm sirens mode 4 - sirene setting""']", SAC,AC,['None']
82,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Alarm sirens mode 5 - sirene setting""']", SAC,TC,['STC']
83,detect-output/iotb-rules/alarm.rules,"['""Presence after alarm reset""', '""Activate full alarm""']", SAC,TC,['STC']
84,detect-output/iotb-rules/alarm.rules,"['""Presence after alarm reset""', '""Activate fire alarm""']", SAC,TC,['STC']
85,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate fire alarm""']", SAC,TC,['STC']
86,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate fire alarm""']", SAC,AC,['None']
87,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate fire alarm""']", SAC,TC,['STC']
88,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Alarms deactivated""']", SAC,AC,['None']
89,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Alarm sirens mode 1 - sirene setting""']", SAC,TC,['STC']
90,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Alarm sirens mode 2 - sirene setting""']", SAC,TC,['STC']
91,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Alarm sirens mode 3 - sirene setting""']", SAC,TC,['STC']
92,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Alarm sirens mode 4 - sirene setting""']", SAC,TC,['STC']
93,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Alarm sirens mode 5 - sirene setting""']", SAC,TC,['STC']
94,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate fire alarm""']", SAC,AC,['None']
95,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate fire alarm""']", SAC,AC,['None']
96,detect-output/iotb-rules/alarm.rules,"['""Activate fire alarm""', '""Alarms deactivated""']", SAC,TC,['STC']
97,detect-output/iotb-rules/alarm.rules,"['""Activate fire alarm""', '""Alarm sirens mode 1 - sirene setting""']", SAC,TC,['STC']
98,detect-output/iotb-rules/alarm.rules,"['""Activate fire alarm""', '""Alarm sirens mode 2 - sirene setting""']", SAC,TC,['STC']
99,detect-output/iotb-rules/alarm.rules,"['""Activate fire alarm""', '""Alarm sirens mode 3 - sirene setting""']", SAC,TC,['STC']
100,detect-output/iotb-rules/alarm.rules,"['""Activate fire alarm""', '""Alarm sirens mode 4 - sirene setting""']", SAC,TC,['STC']
101,detect-output/iotb-rules/alarm.rules,"['""Activate fire alarm""', '""Alarm sirens mode 5 - sirene setting""']", SAC,TC,['STC']
102,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Activate night alarm""']", WAC,AC,['WAC']
103,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Auto turn on night alarm""']", WAC,AC,['None']
104,detect-output/iotb-rules/alarm.rules,"['""Presence after alarm reset""', '""Activate night alarm""']", WAC,CC,['WCC']
105,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate night alarm""']", WAC,AC,['None']
106,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate night alarm""']", WAC,AC,['WAC']
107,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate night alarm""']", WAC,AC,['None']
108,detect-output/iotb-rules/alarm.rules,"['""Activate full alarm""', '""Activate night alarm""']", WAC,AC,['None']
109,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Activate fire alarm""']", WAC,AC,['None']
110,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Activate fire alarm""']", WAC,AC,['None']
111,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Activate fire alarm""']", WAC,AC,['None']
112,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Alarms deactivated""']", WAC,CC,['WCC']
113,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Alarm sirens mode 1 - sirene setting""']", WAC,TC,['WTC']
114,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Alarm sirens mode 2 - sirene setting""']", WAC,TC,['WTC']
115,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Alarm sirens mode 3 - sirene setting""']", WAC,TC,['WTC']
116,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Alarm sirens mode 4 - sirene setting""']", WAC,TC,['WTC']
117,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Alarm sirens mode 5 - sirene setting""']", WAC,TC,['WTC']
118,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Activate fire alarm""']", WAC,AC,['None']
119,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Activate fire alarm""']", WAC,AC,['None']
120,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Auto turn on night alarm""']", SCC,AC,['None']
121,detect-output/iotb-rules/alarm.rules,"['""Reset all alarms""', '""Auto turn off night alarm""']", WCC,AC,['None']
122,detect-output/iotb-rules/alarm.rules,"['""Reset night alarm""', '""Auto turn off night alarm""']", WCC,CC,['WCC']
123,detect-output/iotb-rules/alarm.rules,"['""Activate night alarm""', '""Auto turn off night alarm""']", WCC,TC,['WTC']
124,detect-output/iotb-rules/Cafeteira.rules,"['""r2 - A cada uma hora""', '""r3 - Master bedroom alarm time""']", WAC,AC,['None']
125,detect-output/iotb-rules/Cafeteira.rules,"['""r3 - Master bedroom alarm time""', '""r5 - Desligar a cafeteira se ligada fora do horario limite""']", WAC,AC,['None']
126,detect-output/iotb-rules/manha.rules,"['""Acende luzes de baixo ao acender a escada""', '""Apaga a luz da churrasqueira as 7:00""']", WAC,AC,['None']
127,detect-output/iotb-rules/motion.rules,"['""Front Door opened or closed""', '""Garden Door opened or closed""']", SAC,CC,['SCC']
128,detect-output/iotb-rules/motion.rules,"['""Front Door opened or closed""', '""Kitchen Door opened or closed""']", SAC,CC,['WCC']
129,detect-output/iotb-rules/motion.rules,"['""Garden Door opened or closed""', '""Kitchen Door opened or closed""']", SAC,CC,['WCC']
130,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""Front Door opened or closed""']", WAC,CC,['WCC']
131,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""Garden Door opened or closed""']", WAC,CC,['WCC']
132,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""Kitchen Door opened or closed""']", WAC,CC,['WCC']
133,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""First floor movement""']", WAC,CC,['WCC']
134,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""Front Door opened or closed""']", WAC,CC,['WCC']
135,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""Garden Door opened or closed""']", WAC,CC,['WCC']
136,detect-output/iotb-rules/motion.rules,"['""Living room movement""', '""Kitchen Door opened or closed""']", WAC,CC,['WCC']
137,detect-output/iotb-rules/motion.rules,"['""First floor movement""', '""Front Door opened or closed""']", WAC,CC,['WCC']
138,detect-output/iotb-rules/motion.rules,"['""First floor movement""', '""Garden Door opened or closed""']", WAC,CC,['WCC']
139,detect-output/iotb-rules/motion.rules,"['""First floor movement""', '""Kitchen Door opened or closed""']", WAC,CC,['WCC']
140,detect-output/iotb-rules/motion.rules,"['""First floor movement""', '""Front Door opened or closed""']", WAC,CC,['WCC']
141,detect-output/iotb-rules/motion.rules,"['""First floor movement""', '""Garden Door opened or closed""']", WAC,TC,['WTC']
142,detect-output/iotb-rules/motion.rules,"['""First floor movement""', '""Kitchen Door opened or closed""']", WAC,CC,['WCC']
143,detect-output/iotb-rules/Escritorio.rules,"['""Luz da Sala TV 1 superior mudou""', '""Luz da Sala TV 2 superior mudou""']", STC,TC,['STC']
144,detect-output/iotb-rules/Escritorio.rules,"['""Luz da Sala TV 2 superior mudou""', '""Luz da Sala TV 1 superior mudou""']", STC,TC,['STC']
